MCGS_Time,MCGS_TIMEMS,F1Time,F1_T,F1_pH,F1_DO,F1_ZS,F1_F,F1_P,F1_PHJ,F1_PHS,F1_AF,F1_FD,F1_FD2,F1_TP,F1_GZ,F1_JC,F1_ORP,F1_PO2,F1_PC2,F1_OUR,F1_CER,F1_RQ,F1_KLa,F1_FD3,F1_FD4
2023-1-19 4:37:23,320,0.450278,30.0792,6.85344,95.7286,298.719,2,0,2.12183,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:38:23,635,0.467222,30.0439,6.85344,95.7286,298.75,2,0,2.12183,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:39:23,939,0.483889,30.0557,6.85344,95.721,298.719,2,0,2.12183,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:40:23,242,0.500278,30.0321,6.85344,95.7286,298.719,2,0,2.12183,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:41:23,534,0.516944,30.0263,6.85344,95.7437,298.719,2,0,2.12183,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:42:23,822,0.533889,29.9733,6.85344,95.7286,298.75,2,0,2.12183,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:43:23,132,0.550278,30.0145,6.85344,95.7892,298.75,2,0,2.12183,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:44:23,422,0.566944,30.0027,6.85344,95.7286,298.75,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:45:23,712,0.583889,29.9968,6.85344,95.7286,298.75,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:46:23,8,0.600278,29.9733,6.85344,95.7286,298.719,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:47:23,308,0.616944,29.9203,6.85344,95.721,298.75,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:48:23,592,0.633889,29.938,6.85344,95.7286,298.719,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:49:23,889,0.650556,29.9439,6.85687,95.7664,298.719,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:50:23,162,0.666944,29.9026,6.85344,95.7892,298.75,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:51:23,438,0.683611,29.8556,6.85344,95.7892,298.719,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:52:23,767,0.700556,29.8614,6.85744,95.7892,298.75,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:53:23,80,0.716944,29.8497,6.85344,95.7361,298.719,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:54:23,385,0.733611,29.8202,6.85344,95.7664,298.75,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:55:23,725,0.750556,29.7908,6.85802,95.7892,298.75,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:56:23,11,0.766944,29.9026,6.85802,95.7892,298.719,2,0,2.1605,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:57:23,338,0.783611,29.9026,6.84828,95.8346,298.75,2,0,2.17983,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:58:23,641,0.800556,29.9968,6.85344,95.8497,298.719,2,0,2.204,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 4:59:23,514,0.817222,29.9144,6.85344,95.8952,298.719,2,0,2.204,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:0:23,178,0.833611,30.0498,6.85344,95.9482,298.719,2,0,2.204,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:1:23,490,0.850278,30.0675,6.85344,95.9709,298.75,2,0,2.204,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:2:23,782,0.867222,30.1146,6.85802,96.0164,298.719,2,0,2.204,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:3:23,49,0.883611,30.091,6.85344,95.9709,298.75,2,0,2.204,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:4:23,342,0.900278,30.1146,6.85344,95.9709,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:5:23,668,0.917222,30.1146,6.85344,95.9633,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:6:23,614,0.933889,30.0792,6.85344,95.9633,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:7:23,291,0.950278,30.0675,6.85344,95.9028,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:8:23,624,0.967222,30.0792,6.85802,95.8876,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:9:23,920,0.983889,30.0557,6.85802,95.8497,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:10:23,267,1.00028,30.0439,6.85344,95.8952,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:11:23,586,1.01722,30.0498,6.85802,95.8497,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:12:23,877,1.03389,30.0204,6.85744,95.8497,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:13:23,193,1.05028,30.0204,6.85802,95.9028,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:14:23,508,1.06694,30.0204,6.85802,95.9103,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:15:23,826,1.08389,29.9909,6.85802,95.9103,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:16:23,123,1.10028,29.9733,6.85802,95.88,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:17:23,178,1.11694,29.9615,6.85802,95.9103,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:18:23,739,1.13389,29.9262,6.85802,95.8876,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:19:23,3,1.15028,29.9203,6.85802,95.8497,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:20:23,215,1.16694,29.9144,6.86202,95.9103,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:21:23,615,1.18389,29.8673,6.8626,95.9179,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:22:23,932,1.20056,29.832,6.85802,95.9103,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:23:23,255,1.21694,29.8614,6.85802,95.9103,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:24:23,537,1.23361,29.8202,6.86202,95.9028,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:25:23,857,1.25056,29.8438,6.8626,95.9179,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:26:23,171,1.26694,29.8614,6.8626,95.9633,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:27:23,469,1.28361,29.9321,6.85802,95.9709,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:28:23,801,1.30056,29.9851,6.85802,96.0239,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:29:23,86,1.31694,30.0498,6.85802,96.0391,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:30:23,371,1.33361,30.0675,6.85744,96.0391,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:31:23,750,1.35056,30.1322,6.85744,96.0921,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:32:23,49,1.36694,30.1322,6.85802,96.1148,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:33:23,353,1.38361,30.0557,6.85344,96.0391,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:34:23,688,1.40056,30.0616,6.85802,96.0466,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:35:23,947,1.41722,29.9909,6.85802,96.0315,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:36:23,221,1.43361,30.0969,6.85802,96.0315,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:37:23,522,1.45028,30.0675,6.85802,95.9709,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:38:23,810,1.46722,30.038,6.85802,95.9709,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:39:23,129,1.48361,30.0321,6.85802,95.9558,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:40:23,416,1.50028,29.9909,6.85802,95.9709,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:41:23,737,1.51722,29.9851,6.85802,95.9709,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:42:23,44,1.53361,29.9497,6.85344,95.9633,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:43:23,381,1.55028,30.0145,6.85802,95.9709,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:44:23,663,1.56722,30.0145,6.8626,95.9861,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:45:23,974,1.58389,29.938,6.85859,95.9103,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:46:23,290,1.60028,29.9674,6.85802,96.0239,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:47:23,609,1.61722,29.938,6.8626,95.9633,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:48:23,935,1.63389,29.9497,6.85802,95.9709,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:49:23,248,1.65028,29.9085,6.8626,95.9709,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:50:23,539,1.66694,29.9144,6.8626,95.9633,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:51:23,807,1.68389,29.8909,6.8626,95.9558,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:52:23,143,1.70028,29.8732,6.8626,95.9785,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:53:23,415,1.71694,29.8438,6.8626,95.9103,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:54:23,724,1.73389,29.8497,6.8626,95.9103,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:55:23,31,1.75028,29.8556,6.8626,95.9633,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:56:23,334,1.76694,29.8614,6.8626,95.9103,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:57:23,671,1.78389,29.9203,6.8626,95.9633,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:58:24,5,1.80056,29.9439,6.8626,96.0315,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 5:59:24,298,1.81722,30.0145,6.86202,96.0466,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:0:24,621,1.83417,30.0439,6.85802,96.0769,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:1:24,893,1.85083,30.0734,6.8626,96.1148,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:2:24,201,1.86722,30.0851,6.8626,96.0921,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:3:24,527,1.88389,30.0969,6.86031,96.13,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:4:24,800,1.90083,30.1087,6.85802,96.1072,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:5:24,163,1.91722,30.0792,6.85802,96.1527,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:6:24,461,1.93389,30.0734,6.85802,96.0921,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:7:24,776,1.95083,30.091,6.8626,96.0921,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:8:24,76,1.96722,30.0734,6.8626,96.0921,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:9:24,409,1.98389,30.0734,6.8626,96.0921,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:10:24,768,2.00083,30.0557,6.8626,96.0921,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:11:24,55,2.01722,30.0439,6.8626,96.0315,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:12:24,361,2.03389,30.038,6.8626,96.0921,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:13:24,703,2.05083,30.0321,6.8626,96.0391,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:14:24,27,2.06722,30.0086,6.86202,96.0315,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:15:24,300,2.08389,29.9851,6.8626,96.0315,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:16:24,607,2.10083,29.9909,6.8626,96.0315,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:17:24,897,2.1175,29.9792,6.8626,96.0315,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:18:24,382,2.13389,29.9439,6.8626,96.0466,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:19:24,707,2.15083,29.9497,6.8626,96.0921,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:20:24,985,2.1675,29.9203,6.8626,96.0315,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:21:24,295,2.18389,29.8968,6.86718,96.0315,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:22:24,579,2.20056,29.8497,6.8666,96.0315,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:23:24,883,2.2175,29.8438,6.86718,95.9709,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:24:24,175,2.23389,29.8438,6.8666,96.0239,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:25:24,502,2.25056,29.8379,6.86718,96.0921,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:26:24,811,2.2675,29.8556,6.86718,96.0845,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:27:24,157,2.28389,29.8909,6.87118,96.0542,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:28:24,455,2.30056,29.938,6.8626,96.0921,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:29:24,747,2.3175,29.9615,6.8626,96.1527,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:30:24,67,2.33389,30.0321,6.8626,96.1678,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:31:24,372,2.35056,30.0675,6.8626,96.183,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:32:24,652,2.3675,30.1087,6.8626,96.2738,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:33:24,944,2.38417,30.0969,6.8666,96.2738,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:34:24,271,2.40056,30.1087,6.8626,96.2738,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:35:24,549,2.41722,30.1028,6.8626,96.2587,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:36:24,627,2.43417,30.0792,6.8626,96.1678,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:37:24,121,2.45056,30.0616,6.8626,96.2133,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:38:24,416,2.46722,30.0557,6.8626,96.1678,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:39:24,728,2.48417,30.0439,6.86718,96.1375,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:40:24,62,2.50056,30.0263,6.8626,96.13,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:41:24,345,2.51722,30.0263,6.8666,96.0921,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:42:24,642,2.53417,30.0263,6.8626,96.1527,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:43:24,944,2.55083,30.0145,6.8666,96.1451,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:44:24,208,2.56722,30.0086,6.86718,96.1754,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:45:24,497,2.58389,29.9909,6.86718,96.1527,298.75,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:46:24,817,2.60083,29.9851,6.8626,96.1527,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:47:24,132,2.61722,29.9674,6.86718,96.1451,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:48:24,7,2.63389,29.9497,6.8666,96.1527,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:49:24,799,2.65083,29.9321,6.86718,96.13,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:50:24,153,2.66722,29.9144,6.86718,96.1072,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-1-19 6:51:24,483,2.68389,29.9026,6.87118,96.1527,298.719,2,0,2.22333,0.0486181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
